"","Item_ID","Sentence","HaveNeedTo","Finite","ModalPresent","QuestionType","DegreeQ","SubjectAuxInv","WhAll","MatrixNegPresent","EmbeddedNegPresent","QuantifiedSubject","QuantifiedPredicate","Wh","MatrixNegation","MatrixDoSupport","MatrixPred1","MatrixPred2","MatVerbPart","Modal","EmbeddedNegation","Verb1","Verb2","Verb3","DeterminerSubject","DeterminerNonSubject","FullWhPhrase","DeterminerSubjPresent","DeterminerNonSubjPresent","WhNode","WhParse","Question","SentenceParse","WhPhaseType","IdentityQ"
"123","119190:18","it all depends on what i'm fishing for *t*-1, and the time of day.","no","yes","no","relative","no","","","","","","","what","","","","","","","","'m","fishing","","","","what","no","no",NA,"(WP what)","what i'm fishing for *t*-1","(TOP (S (NP-SBJ (PRP It)) (ADVP (DT all)) (VP (VBZ depends) (PP (IN on) (NP (SBAR-NOM (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP 'm) (VP (VBG fishing) (PP (IN for) (NP (-NONE- *T*-1))))))) (, ,) (CC and) (NP (NP (DT the) (NN time)) (PP (IN of) (NP (NN day))))))) (. .) (-DFL- E_S)))","monomorphemic",""
"124","120957:97","but i think, uh, 0 i don't know what, what kind of input we're going *-2 to get *t*-1 from the public and how they're going *-3 to go about * doing it *t*-4.","no","yes","no","subject","no","","","","","","","how","","","know","","","","","'re","going","go","","","","no","no",NA,"(WRB how)","how they're going *-3 to go about * doing it *t*-4","(TOP (S (CC but) (NP-SBJ (PRP I)) (VP (VBP think) (, ,) (INTJ (UH uh)) (, ,) (SBAR (-NONE- 0) (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (SBAR (EDITED (RM (-DFL- \[)) (WHNP (WDT what)) (, ,) (IP (-DFL- \+))) (WHNP-1 (WHNP (WDT what) (RS (-DFL- \])) (NN kind)) (PP (IN of) (NP (NN input)))) (S (NP-SBJ-2 (PRP we)) (VP (VBP 're) (VP (VBG going) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB get) (NP (-NONE- *T*-1)) (PP (IN from) (NP (DT the) (NN public)))))))))) (CC and) (SBAR (WHADVP-4 (WRB how)) (S (NP-SBJ-3 (PRP they)) (VP (VBP 're) (VP (VBG going) (S (NP-SBJ (-NONE- *-3)) (VP (TO to) (VP (VB go) (PP (IN about) (S-NOM (NP-SBJ (-NONE- *)) (VP (VBG doing) (NP (PRP it)))))))) (ADVP-MNR (-NONE- *T*-4)))))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"125","121444:4","who is it *t*-1?","no","yes","no","root","no","yes","","","","","","who","","","","","","","","is","","","","","","no","",NA,"(WP Who)","who is it *t*-1?","(TOP (SBARQ (WHNP-1 (WP Who)) (SQ (VBZ is) (NP-SBJ (PRP it)) (NP-PRD (-NONE- *T*-1))) (. ?) (-DFL- E_S)))","monomorphemic","yes"
"126","121732:56","i think 0 it needs *-1 to be something, uh, uh, a throwback to where they did a, uh, public execution where it's visible *t*-2 *t*-3.","no","yes","no","subject","no","","","","","","","where","","","needs","","","","","did","public","'s","","a, uh, public execution where it's visible *t*-2","where","no","no",NA,"(WRB where)","where they did a, uh, public execution where it's visible *t*-2 *t*-3","(TOP (S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (PRP it)) (VP (VBZ needs) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (NP-PRD (NP (NN something)) (, ,) (INTJ (UH uh)) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (DT a) (NN throwback)) (PP (IN to) (SBAR (WHADVP-3 (WRB where)) (S (NP-SBJ (PRP they)) (VP (VBD did) (NP (NP (DT a) (, ,) (INTJ (UH uh)) (, ,) (JJ public) (NN execution)) (SBAR (WHADVP-2 (WRB where)) (S (NP-SBJ (PRP it)) (VP (BES 's) (ADJP-PRD (JJ visible)) (ADVP-LOC (-NONE- *T*-2)))))) (ADVP (-NONE- *T*-3))))))))))))))) (. .) (-DFL- E_S)))","monomorphemic","yes"
"127","122085:71","because it, at first you'd hear a lot of noise, especially at night you know, when you go to bed *t*-1.","no","yes","no","embadjunct","no","","","","","","","when","","","hear","","","","","go","","","","","","no","no",NA,"(WRB when)","when you go to bed *t*-1","(TOP (SBAR-PRP (IN because) (S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP it)) (, ,) (IP (-DFL- \+))) (PP-TMP (IN at) (RS (-DFL- \])) (ADJP (JJ first))) (NP-SBJ (PRP you)) (VP (MD 'd) (VP (VB hear) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN noise)))) (, ,) (PP-TMP (ADVP (RB especially)) (IN at) (NP (NN night))) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP you)) (VP (VBP go) (PP (IN to) (NP (NN bed))) (ADVP-TMP (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"128","122174:4","what did you think *t*-1 of that one?","no","yes","no","root","no","yes","","","","","one","what","","","","","","","","did","think","","","that one","","no","no",NA,"(WP What)","what did you think *t*-1 of that one?","(TOP (SBARQ (WHNP-1 (WP What)) (SQ (VBD did) (NP-SBJ (PRP you)) (VP (VB think) (NP (-NONE- *T*-1)) (PP (IN of) (NP (DT that) (CD one))))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"129","122760:31","wh-, i-, what would we do *t*-1 without it?.","no","","yes","root","no","yes","","","","","","what","","","","","","would","","do","","","","","","no","no",NA,"(WP what)","wh-, i-, what would we do *t*-1 without it?.","(TOP (SBARQ (EDITED (RM (-DFL- \[)) (WHNP-UNF (WP Wh-)) (, ,) (IP (-DFL- \+))) (EDITED (RM (-DFL- \[)) (X (XX i-)) (, ,) (IP (-DFL- \+)) (RS (-DFL- \]))) (WHNP-1 (WP what)) (RS (-DFL- \])) (SQ (MD would) (NP-SBJ (PRP we)) (VP (VBP do) (NP (-NONE- *T*-1)) (PP (IN without) (NP (PRP it))))) (. ?) (. .) (-DFL- E_S)))","monomorphemic","no"
"130","122792:5","when we try and picture the universe as an infinite object *t*-2, and it's hard 0 * to, to see *t*-1, you know.","no","yes","no","embadjunct","no","","","","","","","when","","","","","","","","try","picture","infinite","","the universe","","no","yes",NA,"(WRB when)","when we try and picture the universe as an infinite object *t*-2","(TOP (S (SBAR-TMP (WHADVP-2 (WRB when)) (S (NP-SBJ (PRP we)) (VP (VP (VBP try)) (CC and) (VP (VBP picture) (NP (DT the) (NN universe)) (PP (IN as) (NP (DT an) (JJ infinite) (NN object)))) (ADVP-TMP (-NONE- *T*-2))))) (, ,) (CC and) (NP-SBJ (PRP it)) (VP (BES 's) (ADJP-PRD (JJ hard) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB see) (NP (-NONE- *T*-1))))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"131","122886:40","you know, somewhere they can sit down and write down what, you know, things that you've improved upon *t*-1,","no","yes","no","embedded","no","","","","","","","what","","down","write","","","","","'ve","improved","","","","","no","no",NA,"(WP what)","what, you know, things that you've improved upon *t*-1","(TOP (S (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (ADVP-LOC (RB somewhere)) (NP-SBJ (PRP they)) (VP (MD can) (VP (VP (VB sit) (ADVP (RB down))) (CC and) (VP (VB write) (PRT (RP down)) (SBAR (WHNP-1 (WHNP (WP what) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NNS things)) (WHNP (IN that))) (S (NP-SBJ (PRP you)) (VP (VBP 've) (VP (VBN improved) (PP (IN upon) (NP (-NONE- *T*-1)))))))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"132","122903:171","the, the first one is 0 we need people *ich*-2 in there that, that *t*-1 understand, uh, numbers. the numbers that *t*-3 are being thrown *-4 around when, when we're talking in trillions of dollars. uh, which *t*-5 is an astronomical sum *t*-6","no","yes","no","embadjunct","no","","","","","","","which","","","thrown","","","","","is","astronomical","","","an astronomical sum","which","no","no",NA,"(WDT which)","which *t*-5 is an astronomical sum","(TOP (S (EDITED (RM (-DFL- \[)) (NP-SBJ-UNF (DT The)) (, ,) (IP (-DFL- \+))) (NP-SBJ (DT the) (RS (-DFL- \])) (JJ first) (NN one)) (VP (VBZ is) (SBAR-PRD (-NONE- 0) (S (NP-SBJ (PRP we)) (VP (VBP need) (NP (NP (NNS people)) (SBAR (-NONE- *ICH*-2))) (PP-LOC (IN in) (ADVP (RB there))) (SBAR-2 (EDITED (RM (-DFL- \[)) (WHNP (WDT that)) (, ,) (IP (-DFL- \+))) (WHNP-1 (WDT that)) (RS (-DFL- \])) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBP understand) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (NNS numbers)) (. .) (NP (NP (DT The) (NNS numbers)) (SBAR (WHNP-3 (WDT that)) (S (NP-SBJ-4 (-NONE- *T*-3)) (VP (VBP are) (VP (VBG being) (VP (VBN thrown) (NP (-NONE- *-4)) (ADVP (IN around)) (SBAR-TMP (EDITED (RM (-DFL- \[)) (WHADVP (WRB when)) (, ,) (IP (-DFL- \+))) (WHADVP-6 (WRB when)) (RS (-DFL- \])) (S (NP-SBJ (PRP we)) (VP (VBP 're) (VP (VBG talking) (PP (IN in) (NP (NP (NP (NNS trillions)) (PP (IN of) (NP (NNS dollars)))) (. .) (INTJ (UH Uh)) (, ,) (SBAR (WHNP-5 (WDT which)) (S (NP-SBJ (-NONE- *T*-5)) (VP (VBZ is) (NP-PRD (DT an) (JJ astronomical) (NN sum))))))) (ADVP-TMP (-NONE- *T*-6)))))))))))))))))))) (-DFL- E_S)))","monomorphemic","no"
"133","122970:36","so, so you would favor a law which *t*-1 said 0 there could not be lobbyists.","no","","yes","relative","no","","","","","","","which","","","","","","could","","said","not","be","","","which","no","no",NA,"(WDT which)","which *t*-1 said 0 there could not be lobbyists","(TOP (S (EDITED (RM (-DFL- \[)) (UH So) (, ,) (IP (-DFL- \+))) (UH so) (RS (-DFL- \])) (NP-SBJ (PRP you)) (VP (MD would) (VP (VB favor) (NP (NP (DT a) (NN law)) (SBAR (WHNP-1 (WDT which)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBD said) (SBAR (-NONE- 0) (S (NP-SBJ (EX there)) (VP (MD could) (RB not) (VP (VB be) (NP-PRD (NNS lobbyists)))))))))))) (. .) (-DFL- E_S)))","monomorphemic","yes"
"134","124332:70","and it *exp*-1's just incredible * to think that there's, uh, there are players who *t*-2 are the sons of ball players that *t*-3 used *-4 to play against nolan or with nolan, you know,","no","yes","no","subject","no","","","","","","ball","who","","","think","","","","","are","used","play","","the sons of ball players that *t*-3 used *-4 to play against nolan or with nolan","who","no","no",NA,"(WP who)","who *t*-2 are the sons of ball players that *t*-3 used *-4 to play against nolan or with nolan","(TOP (S (CC And) (NP-SBJ (NP (PRP it)) (S (-NONE- *EXP*-1))) (VP (BES 's) (ADJP-PRD (RB just) (JJ incredible)) (S-1 (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB think) (SBAR (IN that) (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (EX there)) (VP-UNF (BES 's))) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (NP-SBJ (EX there)) (VP (VBP are) (RS (-DFL- \])) (NP-PRD (NP (NNS players)) (SBAR (WHNP-2 (WP who)) (S (NP-SBJ (-NONE- *T*-2)) (VP (VBP are) (NP-PRD (NP (DT the) (NNS sons)) (PP (IN of) (NP (NP (NN ball) (NNS players)) (SBAR (WHNP-3 (WDT that)) (S (NP-SBJ-4 (-NONE- *T*-3)) (VP (VBD used) (S (NP-SBJ (-NONE- *-4)) (VP (TO to) (VP (VB play) (PP (PP (IN against) (NP (NNP Nolan))) (CC or) (PP (IN with) (NP (NNP Nolan))))))))))))))))))))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"135","125369:43","i have three children, um, two, two who *t*-1 are in regular school, uh, eleven year old, an eight year old,","no","yes","no","relative","no","","","","","","","who","","","","","","","","are","regular","","","","who","no","no",NA,"(WP who)","who *t*-1 are in regular school","(TOP (S (NP-SBJ (PRP I)) (VP (VBP have) (NP (NP (CD three) (NNS children)) (, ,) (INTJ (UH um)) (, ,) (EDITED (RM (-DFL- \[)) (NP-UNF (CD two)) (, ,) (IP (-DFL- \+))) (NP (NP (CD two)) (RS (-DFL- \])) (SBAR (WHNP-1 (WP who)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBP are) (PP-PRD (IN in) (NP (JJ regular) (NN school))))))) (, ,) (INTJ (UH uh)) (, ,) (NP (CD eleven) (NN year) (NN old)) (, ,) (NP (DT an) (CD eight) (NN year) (NN old)))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"136","125683:4","what year is it *t*-1?","no","yes","no","root","no","yes","","","","","","what","","","","","","","","is","","","","","","no","",NA,"(WP What)","what year is it *t*-1?","(TOP (SBARQ (WHNP-1 (WP What) (NN year)) (SQ (VBZ is) (NP-SBJ (PRP it)) (NP-PRD (-NONE- *T*-1))) (. ?) (-DFL- E_S)))","monomorphemic","yes"
"137","126110:4","where they, uh, intend *-1 to sell you things *t*-2.","no","yes","no","adjunct","no","","","","","","","where","","","","","","","","intend","sell","","","","","no","no",NA,"(WRB Where)","where they, uh, intend *-1 to sell you things *t*-2.","(TOP (SBAR (WHADVP-2 (WRB Where)) (S (NP-SBJ-1 (PRP they)) (, ,) (INTJ (UH uh)) (, ,) (VP (VBP intend) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB sell) (NP (PRP you)) (NP (NNS things))))) (ADVP (-NONE- *T*-2)))) (. .) (-DFL- E_S)))","monomorphemic","no"
"138","127415:12","that's what *ich*-2 i don't like *t*-1 about ladies home journal magazines.","no","yes","no","embedded","no","","","yes","yes","","","what","n't","","'s","","","","n't","do","n't","like","","","","no","no",NA,"(WP what)","what *ich*-2 i don't like *t*-1 about ladies home journal magazines","(TOP (S (NP-SBJ (DT that)) (VP (BES 's) (SBAR-NOM-PRD (WHNP-1 (WHNP (WP what)) (PP (-NONE- *ICH*-2))) (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB like) (NP (-NONE- *T*-1)) (PP-2 (IN about) (NP (NX (NNP LADIES) (NNP HOME) (NNP JOURNAL)) (NNS magazines)))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"139","128261:54","your, your average guy jogging down the highway wants *-1 to know how many miles *ich*-3 it is *t*-2 to his destination.","no","yes","no","embedded","yes","","","","","","","how","","down","know","","","","","is","","","","","","no","no",NA,"(WRB how)","how many miles *ich*-3 it is *t*-2 to his destination","(TOP (S (EDITED (RM (-DFL- \[)) (NP-SBJ-UNF (PRP$ Your)) (, ,) (IP (-DFL- \+))) (NP-SBJ-1 (NP (PRP$ your) (RS (-DFL- \])) (JJ average) (NN guy)) (VP (VBG jogging) (PP (IN down) (NP (DT the) (NN highway))))) (VP (VBZ wants) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB know) (SBAR (WHNP-2 (WHNP (WHADJP (WRB how) (JJ many)) (NNS miles)) (PP (-NONE- *ICH*-3))) (S (NP-SBJ (PRP it)) (VP (VBZ is) (NP-PRD (-NONE- *T*-2)))) (PP-3 (IN to) (NP (PRP$ his) (NN destination)))))))) (. .) (-DFL- E_S)))","complex",""
"140","129048:8","so, what's the temperature *t*-1 up today over there?","no","yes","no","root","no","yes","","","","","","what","","","","","","","","'s","today","there","the temperature","","","yes","",NA,"(WP what)","so, what's the temperature *t*-1 up today over there?","(TOP (SBARQ (RB So) (, ,) (WHNP-1 (WP what)) (SQ (BES 's) (NP-SBJ (DT the) (NN temperature)) (NP-PRD (-NONE- *T*-1)) (EDITED (PP-UNF (IN up))) (NP-TMP (RB today)) (PP-LOC (IN over) (ADVP (RB there)))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"141","129060:7","and whenever i remembered the weather reports in utah *t*-1, i never really remember them talking too much about wind chill.","no","yes","no","embadjunct","no","","","","","","","whenever","","","","","","","","remembered","","","","the weather reports in utah","","no","no",NA,"(WRB whenever)","whenever i remembered the weather reports in utah *t*-1","(TOP (S (CC And) (SBAR-TMP (WHADVP-1 (WRB whenever)) (S (NP-SBJ (PRP I)) (VP (VBD remembered) (NP (NP (DT the) (NN weather) (NNS reports)) (PP-LOC (IN in) (NP (NNP Utah)))) (ADVP-TMP (-NONE- *T*-1))))) (, ,) (NP-SBJ (PRP I)) (ADVP-TMP (RB never)) (ADVP (RB really)) (VP (VB remember) (S (NP-SBJ (PRP them)) (VP (VBG talking) (ADVP (RB too) (RB much)) (PP (IN about) (NP (NN wind) (NN chill)))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"142","129637:55","oh, well, do you work in a, uh, in a setting where you, uh, are in the food business *t*-1?","no","yes","no","relative","no","","","","","","","where","","","","","","","","are","","","","the food business","where","no","no",NA,"(WRB where)","where you, uh, are in the food business *t*-1","(TOP (SQ (INTJ (UH Oh)) (, ,) (INTJ (UH well)) (, ,) (VBP do) (NP-SBJ (PRP you)) (VP (VB work) (EDITED (RM (-DFL- \[)) (PP-LOC (IN in) (NP-UNF (DT a))) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (PP-LOC (IN in) (NP (NP (DT a) (RS (-DFL- \])) (NN setting)) (SBAR (WHADVP-1 (WRB where)) (S (NP-SBJ (PRP you)) (, ,) (INTJ (UH uh)) (, ,) (VP (VBP are) (PP-PRD (IN in) (NP (DT the) (NN food) (NN business))) (ADVP-LOC (-NONE- *T*-1)))))))) (. ?) (-DFL- E_S)))","monomorphemic",""
"143","129916:17","ooh, for those who *t*-1 are really cooperating.","no","yes","no","relative","no","","","","","","really","who","","","","","","","","are","really","cooperating","","","who","no","",NA,"(WP who)","who *t*-1 are really cooperating","(TOP (FRAG (INTJ (UH Ooh)) (, ,) (PP (IN for) (NP (NP (DT those)) (SBAR (WHNP-1 (WP who)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBP are) (ADVP (RB really)) (VP (VBG cooperating))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"144","130494:17","i was just wondering what it was like *t*-1.","no","yes","no","embedded","no","","","","","","","what","","","wondering","","","","","was","like","","","","","no","no",NA,"(WP what)","what it was like *t*-1","(TOP (S (NP-SBJ (PRP I)) (VP (VBD was) (ADVP (RB just)) (VP (VBG wondering) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (PRP it)) (VP (VBD was) (PP-PRD (JJ like) (NP (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"145","131063:17","i, where i live *t*-1 is a house that *t*-2's seventeen years old when i bought it *t*-3.","no","yes","no","adjunct","no","","","","","","","where","","","","","","","","live","","","","","","no","",NA,"(WRB where)","where i live *t*-1","(TOP (SINV (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (SBAR-SBJ (WHADVP-1 (WRB where)) (S (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBP live) (ADVP-LOC (-NONE- *T*-1))))) (VP (VBZ is) (NP-PRD (NP (DT a) (NN house)) (SBAR (WHNP-2 (WDT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADJP-PRD (NP (CD seventeen) (NNS years)) (JJ old)) (SBAR-TMP (WHADVP-3 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBD bought) (NP (PRP it)) (ADVP-TMP (-NONE- *T*-3)))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"146","131815:5","when i do swing *t*-1 it's an easier swing","no","yes","no","embadjunct","no","","","","","","","when","","","","","","","","do","swing","","","","","no","",NA,"(WRB when)","when i do swing *t*-1","(TOP (S (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBP do) (VP (VB swing) (ADVP-TMP (-NONE- *T*-1)))))) (NP-SBJ (PRP it)) (VP (BES 's) (NP-PRD (DT an) (JJR easier) (NN swing))) (-DFL- E_S)))","monomorphemic","no"
"147","132813:10","well, what else do you serve *t*-1 with your pig?","no","yes","no","root","no","yes","","","","","","what","","","","","","","","do","serve","","","","","no","no",NA,"(WP what)","well, what else do you serve *t*-1 with your pig?","(TOP (SBARQ (INTJ (UH Well)) (, ,) (WHNP-1 (WHNP (WP what)) (ADVP (RB else))) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB serve) (NP (-NONE- *T*-1)) (PP (IN with) (NP (PRP$ your) (NN pig))))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"148","133875:24","i got a mickey mouse print is what i got *t*-1.","no","yes","no","embedded","no","","","","","","","what","","","is","","","","","got","","","","","","no","no",NA,"(WP what)","what i got *t*-1","(TOP (S (S-SBJ (NP-SBJ (PRP I)) (VP (VBN got) (NP (DT a) (NNP Mickey) (NNP Mouse) (NN print)))) (VP (VBZ is) (SBAR-NOM-PRD (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBN got) (NP (-NONE- *T*-1)))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"149","135119:10","and then when i put the verandas whi-, which *t*-1 will be twelve feet out all the way around on the north, south and east sides *t*-2 that will define the shop.","no","","yes","embadjunct","no","","","","","","all","when","","","","","","will","","put","be","around","","the verandas whi-, which *t*-1 will be twelve feet out all the way around on the north, south and east sides","","no","no",NA,"(WRB when)","when i put the verandas whi-, which *t*-1 will be twelve feet out all the way around on the north, south and east sides *t*-2","(TOP (S (CONJP (CC And) (RB then)) (SBAR-TMP (WHADVP-2 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBP put) (NP (NP (DT the) (NNS verandas)) (SBAR (EDITED (RM (-DFL- \[)) (WHNP-UNF (WDT whi-)) (, ,) (IP (-DFL- \+))) (WHNP-1 (WDT which)) (RS (-DFL- \])) (S (NP-SBJ (-NONE- *T*-1)) (VP (MD will) (VP (VB be) (NP-PRD (NP (CD twelve) (NNS feet)) (ADVP (IN out))) (ADVP (NP (PDT all) (DT the) (NN way)) (RB around)) (PP-LOC (IN on) (NP (DT the) (ADJP (JJ north) (, ,) (JJ south) (CC and) (JJ east)) (NNS sides)))))))) (ADVP-TMP (-NONE- *T*-2))))) (NP-SBJ (DT that)) (VP (MD will) (VP (VB define) (NP (DT the) (NN shop)))) (. .) (-DFL- E_S)))","monomorphemic","no"
"150","136410:14","so, uh, what kind of home repair work have you done *t*-1?","no","yes","no","root","no","yes","","","","","done","what","","","","","","","","have","done","","","","","no","no",NA,"(WDT what)","so, uh, what kind of home repair work have you done *t*-1?","(TOP (SBARQ (RB So) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WHNP (WDT what) (NN kind)) (PP (IN of) (NP (NN home) (NN repair) (NN work)))) (SQ (VBP have) (NP-SBJ (PRP you)) (VP (VBN done) (NP (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","complex","no"
"151","136497:4","what do you use *t*-1 *-2 to keep from *-3 sliding off that rascal?","no","yes","no","root","no","yes","","","","","","what","","","","","","","","do","use","keep","","that rascal","","no","no",NA,"(WP What)","what do you use *t*-1 *-2 to keep from *-3 sliding off that rascal?","(TOP (SBARQ (WHNP-1 (WP What)) (SQ (VBP do) (NP-SBJ-2 (PRP you)) (VP (VB use) (NP (-NONE- *T*-1)) (S-PRP (NP-SBJ-3 (-NONE- *-2)) (VP (TO to) (VP (VB keep) (PP (IN from) (S-NOM (NP-SBJ (-NONE- *-3)) (VP (VBG sliding) (PP-DIR (IN off) (NP (DT that) (NN rascal))))))))))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"152","140611:34","but it ends up *-2 giving us three bedrooms, which we wanted *t*-1.","no","yes","no","embadjunct","no","","","","","","","which","","","ends","","","","","wanted","","","","","","no","no",NA,"(WDT which)","which we wanted *t*-1","(TOP (S (CC but) (NP-SBJ-2 (PRP it)) (VP (VBZ ends) (PRT (RP up)) (S (NP-SBJ (-NONE- *-2)) (VP (VP (VBG giving) (NP (PRP us)) (NP (CD three) (NNS bedrooms))) (, ,) (SBAR (WHNP-1 (WDT which)) (S (NP-SBJ (PRP we)) (VP (VBD wanted) (NP (-NONE- *T*-1)))))))) (. .)))","monomorphemic","no"
"153","141406:4","where is home *t*-1 for you?","no","yes","no","root","no","yes","","","","","","where","","","","","","","","is","","","","","","no","",NA,"(WRB Where)","where is home *t*-1 for you?","(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBZ is) (NP-SBJ (NN home)) (ADVP-LOC-PRD (-NONE- *T*-1)) (PP (IN for) (NP (PRP you)))) (. ?) (-DFL- E_S)))","monomorphemic",""
"154","142579:50","now, i asked janice, or somebody recently how you do that *t*-6 uh, when you paint the ceilings *t*-5 you know where you have got that textured stuff, that they have special rollers that *t*-1 are real soft and furry that you paint *t*-3 that with *t*-2 *t*-4.","no","yes","no","embadjunct","no","","","","","","","when","","do","do","","","","","paint","","","","the ceilings","","no","no",NA,"(WRB when)","when you paint the ceilings *t*-5","(TOP (S (INTJ (UH Now)) (, ,) (NP-SBJ (PRP I)) (VP (VBD asked) (NP (NNP Janice) (, ,) (CC or) (NN somebody)) (ADVP-TMP (RB recently)) (SBAR (WHADVP-6 (WRB how)) (S (NP-SBJ (PRP you)) (VP (VBP do) (NP (DT that)) (ADVP-MNR (-NONE- *T*-6)) (INTJ (UH uh)) (, ,) (SBAR-TMP (WHADVP-5 (WRB when)) (S (NP-SBJ (PRP you)) (VP (VBP paint) (NP (DT the) (NNS ceilings)) (ADVP-TMP (-NONE- *T*-5))))) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know)))) (SBAR-LOC (WHADVP-4 (WRB where)) (S (NP-SBJ (PRP you)) (VP (VBP have) (VP (VBN got) (NP (NP (DT that) (JJ textured) (NN stuff)) (, ,) (SBAR (WHNP-3 (WDT that)) (S (NP-SBJ (PRP they)) (VP (VBP have) (NP (NP (JJ special) (NNS rollers)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBP are) (ADJP-PRD (RB real) (JJ soft) (CC and) (JJ furry))))) (SBAR (WHNP-2 (WDT that)) (S (NP-SBJ (PRP you)) (VP (VBP paint) (NP (NP (-NONE- *T*-3)) (NP (DT that))) (PP (IN with) (NP (-NONE- *T*-2))))))))))) (ADVP-LOC (-NONE- *T*-4)))))))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"155","143283:14","* find out where the languages are *t*-1.","no","yes","no","embedded","no","","","","","","","where","","","find","","","","","are","","","the languages","the languages","","yes","yes",NA,"(WRB where)","where the languages are *t*-1","(TOP (S (NP-SBJ (-NONE- *)) (VP (VB Find) (PRT (RP out)) (SBAR (WHADVP-1 (WRB where)) (S (NP-SBJ (DT the) (NNS languages)) (VP (VBP are) (ADVP-LOC-PRD (-NONE- *T*-1)))))) (. .) (-DFL- E_S)))","monomorphemic","yes"
