Item_ID	Sentence	ModalPresent	Finite	QuestionType	DegreeQ
3951:5	what i do watch *t*-1 is, uh, usually news and whatever *t*-2 is on public television.	no	yes	nom	no
3951:41	what i do watch *t*-1 is, uh, usually news and whatever *t*-2 is on public television.	no	yes	nom	no
4014:3	whereas, uh, sean connery has maintained the, uh, how would you, uh, ruddy look,	no	yes		no
4045:9	oh, what's that about *t*-1?	no	yes	exclam	no
4069:11	that's why i say, did you stay up late *-2 to watch this red dwarf *t*-1.	no	yes		no
4094:16	what, what do you do *t*-1?	no	yes	root	no
4095:5	what kind of work do you do *t*-1?	no	yes	root	no
4103:17	i have a friend who *t*-1 works for t i	no	yes	rc	no
4111:18	well the last two people who *t*-1 have called, both worked for t i	no	yes	rc	no
4134:4	how did you hear,	no	yes	root	no
4140:4	how did i hear about it *t*-1?	no	yes	root	no
4150:42	so i, i know the people at t i who *t*-1 are doing this	no	yes	rc	no
4174:35	uh, i, i think 0 what they are trying *-1 to say *t*-2, is that there is a great deal of historical truth, but 0 the interpretation that *t*-1 actually got into the writing of the bible itself is probably uh, after the what, uh, was is it *t*-2 the king james version when the committee did it, wrote the translation *t*-4, that so much was lost *-3 in the translation, particularly since most of the translations were in greek.	no	yes	nom	no
4185:66	so, in, as to those types of interpretations, uh, really made a difference in how one might interpret the bible now *t*-1, and what it's at *t*-2.	no	yes		no
4185:95	so, in, as to those types of interpretations, uh, really made a difference in how one might interpret the bible now *t*-1, and what it's at *t*-2.	no	yes		no
4195:28	so, you know, it depends on how you look at it *t*-1.	no	yes		no
4216:76	but, uh, as, as far as that goes, i, we at least agree on what we enjoy *t*-1.	no	yes	nom	no
4243:12	uh, well how is it *exp*-1 appropriate * to be talking about exercise attitudes *t*-2?.	no	yes	root	no
4255:5	how i met him *t*-3 was through, uh, the aerobics class that he used *-1 to teach *t*-2.	no	yes	subj	no
4270:11	so, and how do you feel about it *t*-1?.	no	yes	root	no
4272:41	uh, i'm, i am a person who *t*-1 wishes 0 i had more time 0 * to exercise *t*-2.	no	yes	rc	no
4310:37	and, and, she doesn't enjoy it when it's a chore *t*-1.	no	yes	emb	no
4323:81	or, but, but i do try and, um, i do try and regulate how much exercise i get *t*-1 a week.	no	yes	emb	yes
4331:10	is that why you like aerobics classes *t*-1, because you're not, sort of, someone else is doing the counting for you, so, it makes it less of a chore?	no	yes	emb	no
4403:16	so i love it when, you know, it's swimming weather *t*-1,	no	yes	emb	no
4409:33	well, you're talking to someone from california where it's often swimming weather *t*-1.	no	yes	rc	no
4444:16	i don't know where they actually started *t*-1,	no	yes	emb	no
4449:19	but, the remarkable thing is how well the fads catch on elsewhere *t*-1.	no	yes	emb	yes
4467:31	it's curious, 0 i don't know why, don't know if it's,	no	yes		no
4476:41	you'll get organizations, like institutes for the whole health, or whatever.	no	yes		no
4477:96	and, uh, oh the, the, the uni-, university of california at berkeley puts out the wellness letter. which *t*-1 is, uh, turned into a fairly well subscribed to, uh, newsletter, monthly or biweekly newsletter or something like that	no	yes	rc	no
4502:30	but i couldn't say which, which *t*-1 caused the other.	no	yes	emb	no
4531:36	and more and more people start *-2 believing them or wondering how * to combine them with other things *t*-1,	no	yes	emb	no
4576:29	like i know a little bit about people who *t*-1 were considered *-2 very healthy in china	no	yes	rc	no
4579:38	and they combine it with a, you know, meditation or whatever. some sort of relaxation	no	yes		no
4615:4	what's that *t*-1?	no	yes	exclam	no
4678:65	but, um, it's very frustrating. and, even, even with health food stores and stores where you can buy natural products or, uh, organic, you know, materials, and foods and things *t*-1.	no	yes	rc	no
4698:4	where is that *t*-1?	no	yes	root	no
4715:11	you know where saint joe is *t*-1?	no	yes	emb	no
4727:16	and you know, what *t*-1 frightens me, is that, you put a half a million people *ich*-2 out in the middle of the desert with high tech weaponry, you know,	no	yes	emb	no
4787:18	and, you know, who *t*-1's *-2 to put the limit on it?	no	yes	root	no
4849:15	because * look how many years they've been doing that *t*-1	no	yes	emb	yes
4894:26	because, you know, we are what we teach *t*-1.	no	yes	nom	no
4898:14	because that's what our society becomes *t*-1.	no	yes	nom	no
4904:92	and i've, and i've, i've lived in that, that environment for quite a few years when i was doing construction work *t*-1.	no	yes	rc	no
4911:7	and when they run out of money *t*-1, they go down to the corner store and pop the guy on the head and take his money,	no	yes	adj	no
4951:49	and, i just, i'm just totally aghast at a what *t*-1's going on.	no	yes	nom	no
4959:7	astonishing what the younger ages know *t*-1,	no	yes	emb	no
4960:16	and they react to what they see *t*-1 at home. you know.	no	yes	nom	no
4964:33	if they see violence at home, that's what you're going *-1 to get *t*-2 from the kids at school.	no	yes	nom	no
4972:25	* used *-1 to be 0 when you had a personality conflict *t*-2 you just, you worked with it	no	yes	emb	no
4978:7	or what *t*-1's even worse, is 0 they promote them into a position that they can't handle *t*-3 and let them get fired *-2.	no	yes	nom	no
4990:199	and one of the things that *t*-1's in their culture that i really think 0 the major corporations should pay attention to *t*-2, is the fact that, while japan was becoming a great power, financially, the people that *t*-3 worked for those companies, worked for the same company 0 they worked for *t*-4 at sixty-five, as they did when they were eighteen *t*-5.	no	yes	rc	no
5013:48	but, you know, her preference is *-1 to be in an office situation where her job is...	no	yes	rc	no
5015:10	um, what kind of hobbies do you have *t*-1?	no	yes	root	no
5017:34	um, i do a lot of cross-stitching and painting, when i do have spare time *t*-1.	no	yes	emb	no
5042:13	and he says how do you get that from there to the material *t*-1.	no	yes	emb	no
5094:42	i just, i just keep an inventory of what i currently have *t*-1,	no	yes	nom	no
5095:10	and then when i start a new project *t*-1, i go through and see if i, if i, you know,	no	yes	adj	no
5096:37	* just buy the colors that i need *t*-1 of what i'm low on *t*-2.	no	yes	nom	no
5103:59	well, now can i improvise with * adding and using another color *ich*-2 instead, you know, what *t*-1 comes close. because a lot of them are similar.	no	yes	nom	no
5244:13	and she said how did you know 0 those are the colors 0 we used *t*-1 *t*-2.	no	yes	emb	no
5301:36	the topic is * to discuss the, uh, sources where i receive news *t*-1.	no	yes	rc	no
5313:9	well, why was c n n the only,	no	yes	root	no
5323:36	i guess, uh, 0 i don't even know why i watched c n n *t*-1.	no	yes	emb	no
5329:14	i mean, what's the other one *t*-1, uh,	no	yes	root	no
5347:82	and all this week they have been having this, uh, a discussion about 0 that is why, uh, why c n n was	no	yes	emb	no
5355:33	you can't really be sure of the quality of what you've got *t*-1, you know.	no	yes	nom	no
5370:44	and so it really made me question as to what, how do we know, you know, uh, if the news 0 we're getting *t*-2 is any good *t*-1.	no	yes	emb	no
5374:73	i guess, 0 the news just focuses on major events that *t*-1 probably, don't affect ninety-nine percent of the people who *t*-2 are right there when the news is being made *-3 *t*-4.	no	yes	rc	no
5374:89	i guess, 0 the news just focuses on major events that *t*-1 probably, don't affect ninety-nine percent of the people who *t*-2 are right there when the news is being made *-3 *t*-4.	no	yes	rc	no
5413:9	well, what newspapers, uh, do you read *t*-1 in dallas?	no	yes	root	no
5430:29	and i live in kind of a bad area where if i have the paper delivered *-1 *t*-2 it's stolen *-3 before i can get out and get it.	no	yes	rc	no
5433:12	i mean who would *t*-1 steal a newspaper?	yes	yes	root	no
5444:22	it just wouldn't be there whenever i tried it *t*-1.	no	yes	emb	no
5449:4	who would *t*-1 steal a newspaper?	yes	yes	root	no
5454:5	what part of california are you from *t*-1?	no	yes	root	no
5458:11	that's where i am speaking to you from *t*-1.	no	yes	adj	no
5474:26	and i have a couple of students who *t*-1 have graduated and gone *-2 to work for them.	no	yes	rc	no
5532:4	how you doing *t*-1?	no	yes	root	no
5536:4	what's your name *t*-1?	no	yes	exclam	no
5558:4	what time is it *t*-1 over th-,	no	yes	root	no
5588:20	shoot man, it's, what, midnight almost?	no	yes		no
5604:48	wh-, what did, how, how did you get *-2 to know about the t i thing *t*-3?	no	yes	root	no
5609:16	wha-, what are you working on *t*-1?	no	yes	root	no
5622:4	how do you like it out there *t*-1?	no	yes	root	no
5652:4	where you at *t*-1?	no	yes	exclam	no
5673:22	so, so where do you go *t*-1?	no	yes	root	no
5697:16	well, that's what they look for *t*-1.	no	yes	nom	no
5702:31	that's why, that's why i didn't apply *t*-1.	no	yes		no
5719:11	it's what you do *t*-1. you know.	no	yes	nom	no
5736:4	when do you get out *t*-1?	no	yes	root	no
5742:24	oh, you know i like what i'm doing *t*-1 right now.	no	yes	emb	no
5790:11	that's why you want *-1 to join *t*-2.	no	yes		no
5797:11	i go why you still there *t*-1 if you can earn a lot more money, once you've get your, your, your masters.	no	yes	emb	no
5808:26	they, they like what they're doing *t*-1.	no	yes	nom	no
5809:42	they, you know, they feel good about what they're doing *t*-1.	no	yes	nom	no
5819:27	and and that's not what they're paying *t*-1.	no	yes	nom	no
5826:19	well, it depends on what rank you are *t*-1, of course.	no	yes	nom	no
5849:48	but nobody can get one more point *-1 to become, you know, like whatever you need *t*-3 *-2 to earn so much money.	no	yes	nom	no
5858:27	there's a joke about i b m which *t*-1 says, you know, it's like, uh,	no	yes	rc	no
5870:36	and they have this whole team, you know, analyze why they came in *-2 last *t*-1	no	yes	emb	no
5904:40	i mean, that's, that's why they're having problems *t*-1.	no	yes		no
5923:66	like all these people are just standing, sitting around, just going, you know, like what shall we do *t*-1?	yes	yes	emb	no
5929:11	they go what's that *t*-1?	no	yes	exclam	no
5930:10	this track which *t*-2 it's going around the world	no	yes	rc	no
5931:19	and they can tell you where your package is *t*-1 anywhere, any time.	no	yes	emb	no
5953:28	why didn't you buy, why didn't you try something more mainline *t*-1.	no	yes	root	no
5956:39	well i b m doesn't fire anybody. because uh, what they do *t*-1 is they, they put you in a different job. which y-, you actually are like sitting around not doing anything *t*-2.	no	yes	nom	no
5956:94	well i b m doesn't fire anybody. because uh, what they do *t*-1 is they, they put you in a different job. which y-, you actually are like sitting around not doing anything *t*-2.	no	yes	rc	no
5979:5	what they'll do *t*-1 is like	no	yes	nom	no
5985:15	it's like how much paper is *t*-1 going in?	no	yes	root	yes
5996:11	that's why they can say, you know, 0 there's no layoff policy *t*-1.	no	yes		no
6022:11	because see what *t*-1 happens is 0 they have a good backup policy.	no	yes	nom	no
6029:16	and so that's what you're going *-1 to go for *t*-2.	no	yes	nom	no
6054:34	but what they do *t*-1 is, what they did *t*-2, i don't know, is * buy all the parts that i b m would throw *t*-3 away. and build an i b m p c with all the parts that i b m would throw *t*-4 away.	no	yes	nom	no
6078:15	so, that's what they do *t*-1.	no	yes	nom	no
6080:34	and they mumblex, and that's why they're so compatible *t*-1. because i mean	no	yes		no
6100:10	and then when you tried *-1 to erase and correct, you know, all the errors in your voice *t*-2, it takes up all your memory.	no	yes	adj	no
6106:14	it's like why do you want more *t*-1.	no	yes	root	no
6122:26	* imagine, imagine what it *exp*-2 is *t*-1 for us to make mark off models, you know.	no	yes	nom	no
6129:40	well, when you get, you know, when you get right down to it *t*-1, the, uh, the more 0 they can do *t*-2 for you, the more, uh, like i say, the more, the more memory they're going *-3 to require *t*-4.	no	yes	adj	no
